11377.95 13782.43,30
11290.91 13599.56,60
11279.14 13393.76,60
11632.71 13074.68,60
11906.48 13014.85,60
12165.46 12680.07,60
12550.12 12497.19,60
12677.66 12243.45,60
12455.57 11828.05,120
12495.84 11526.78,60
12542.39 11170.36,120
11899.99 10628.51,180
11336.93 10359.92,60
11014.6 10248.75,60
10533.07 10082.85,60
10093.49 9919.49,120
9831.17 9798.56,60
9620.38 9523.6,120
9456.13 9236.35,120
9114.74 8870.16,120
8924.77 8627.03,60
8747.03 8577.81,60
8674.82 8274.01,120
8637.43 8008.39,60
8652.17 7675.31,120
8767.11 7405.87,120
9041.49 7015.93,60
9447.65 7004.47,120
9962.17 6960.34,60
10216.51 7075.33,120
10763.98 7114.37,60
11331.96 7165.71,120
11750.78 7298.09,120
12396.87 7514.92,120
12795.84 7640.51,60
