14357.53 9982.29,30
13947.08 10022.17,60
13519.02 10063.75,60
13131.66 10038.29,60
12692.14 9967.01,60
12247.54 9845.66,60
12215.62 9625.44,120
12334.89 9226.16,60
12242.35 9129.42,120
11914.7 9048.38,60
11409.35 8945.27,60
11136.82 9098.44,60
10479.6 9233.8,120
9801.98 9345.82,120
9456.13 9236.35,60
9114.74 8870.16,120
8924.77 8627.03,60
8747.03 8577.81,60
8687.05 8854.89,120
8295.97 8829.43,60
7663.73 8803.55,120
7590.86 8446.7,60
7579.25 8205.69,60
7491.73 7770.78,180
6758.1 7805.57,120
6394.29 7737.68,60
5804.88 7620.57,60
5212.31 7568.38,120
4581.3 7511.52,60
3973.26 7388.05,60
3484.42 7344.77,60
3037.35 7321.43,120
2691.87 7302.34,60
1979.12 7102.49,60
1254.17 6853.42,60
751.79 6948.89,120
295.79 7088.06,60
0.0 7050.3,120
