7959.09 6595.86,30
7926.96 6851.72,60
7761.09 7374.47,60
7596.22 7746.59,120
7871.24 7828.48,60
8305.28 8245.58,120
8616.78 8451.79,120
8818.37 8570.6,60
8967.83 8673.71,60
9138.99 8899.44,120
9493.76 9262.65,60
9854.86 9313.99,120
10536.34 9220.65,120
11096.3 9118.81,120
11419.53 8943.57,60
11765.07 8437.37,180
12115.47 8462.4,60
12417.76 8485.74,60
12664.76 8474.28,60
13106.26 8404.27,60
13420.87 8355.9,60
13625.41 8324.08,60
13778.45 8300.74,60
14066.82 8320.26,60
14523.25 8366.51,60
14855.4 8400.03,60
15248.53 8427.61,60
15756.85 8394.51,60
16251.19 8358.45,60
16647.01 8242.61,60
16754.82 8040.21,60
