11377.95 13782.43,30
11290.91 13599.56,60
11279.14 13393.76,60
11632.71 13074.68,60
11906.48 13014.85,60
12165.46 12680.07,60
12550.12 12497.19,60
12677.66 12243.45,60
12455.57 11828.05,120
12495.84 11526.78,60
12542.39 11170.36,120
11899.99 10628.51,180
11336.93 10359.92,60
11014.6 10248.75,60
10533.07 10082.85,60
10093.49 9919.49,120
9831.17 9798.56,60
9620.38 9523.6,120
9456.13 9236.35,120
9114.74 8870.16,120
8924.77 8627.03,60
8747.03 8577.81,60
8674.82 8274.01,120
8637.43 8008.39,60
8332.54 7919.28,120
8306.97 7769.5,60
8368.73 7304.88,60
8685.31 6272.96,240
8593.41 5835.07,60
8300.58 5019.55,120
7966.82 4202.76,120
7867.4 3517.08,60
7647.13 2976.93,120
7558.19 2279.37,60
7434.66 1224.97,120
7526.67 730.23,60
7550.02 220.64,60
8057.96 17.82,60
8704.36 305.08,60
9008.01 404.79,60
9431.12 450.61,60
9685.72 336.47,60
