14369.68 12036.38,60
14078.5 11891.69,60
13622.54 11645.17,60
13216.28 11421.98,60
12724.89 11376.58,180
12542.39 11170.36,60
12646.14 10346.35,180
12215.62 9625.44,120
12334.89 9226.16,60
12426.49 8868.89,120
12364.65 8485.31,180
12049.6 8461.13,60
11695.03 8435.25,60
11560.29 8177.69,120
11204.38 8162.84,60
10834.04 8157.32,60
10459.39 8154.35,120
9872.16 8111.92,180
9486.69 8170.48,120
8904.34 8185.75,180
8710.16 8206.97,60
8637.43 8008.39,120
8332.54 7919.28,120
7814.99 7822.12,120
7491.73 7770.78,120
6758.1 7805.57,120
6394.29 7737.68,60
5804.88 7620.57,60
5212.31 7568.38,120
4581.3 7511.52,60
3973.26 7388.05,60
3484.42 7344.77,60
3037.35 7321.43,120
2691.87 7302.34,60
1979.12 7102.49,60
1254.17 6853.42,60
751.79 6948.89,120
295.79 7088.06,60
0.0 7050.3,120
