14357.53 9982.29,30
13947.08 10022.17,60
13519.02 10063.75,60
13131.66 10038.29,60
12692.14 9967.01,60
12247.54 9845.66,60
12215.62 9625.44,120
12334.89 9226.16,60
12426.49 8868.89,120
12364.65 8485.31,180
12049.6 8461.13,60
11695.03 8435.25,60
11390.3 8405.54,60
10816.09 8356.32,120
10352.2 8337.23,60
9842.05 8488.71,120
9619.21 8544.29,120
9584.35 8224.36,120
9677.55 7876.0,120
9634.79 7398.23,120
9853.61 7362.16,60
10244.96 6906.88,120
10583.16 6635.32,120
10892.77 6200.83,60
11173.47 5896.17,120
11967.39 6061.65,60
12255.77 6100.69,60
12658.65 5633.95,120
13175.05 5388.28,180
