16585.4 11376.15,30
16172.19 11318.02,60
15772.5 11277.71,30
15407.17 11220.43,60
15044.36 11162.3,60
14574.65 11122.84,120
13961.87 11229.76,120
13576.7 11293.41,60
13220.31 11363.0,60
12724.89 11376.58,120
12542.39 11170.36,60
11899.99 10628.51,120
11336.93 10359.92,60
11014.6 10248.75,60
10533.07 10082.85,60
10093.49 9919.49,120
9831.17 9798.56,60
9391.85 9618.65,120
9287.66 9838.02,60
9671.83 10735.44,180
9334.81 10856.79,60
8945.69 10892.01,60
8735.68 10845.34,60
8445.18 10776.17,60
7569.47 10579.72,120
6970.36 10889.46,180
6931.81 11360.03,120
6899.37 11758.46,120
6862.98 12201.44,60
