14357.53 9982.29,30
13947.08 10022.17,60
13519.02 10063.75,60
13131.66 10038.29,60
12692.14 9967.01,60
12247.54 9845.66,60
12633.28 10330.22,180
12429.41 11285.35,180
11933.28 11276.01,120
11060.2 11261.59,120
10870.17 10998.94,120
10446.55 10707.43,120
10018.47 10804.6,120
9705.75 10766.41,60
9334.81 10856.79,120
8945.69 10892.01,60
8735.68 10845.34,60
8445.18 10776.17,60
7569.47 10579.72,120
6857.03 10305.61,120
6513.25 10177.47,120
6123.82 10099.82,120
5792.02 10103.21,60
5103.03 10044.23,60
4417.72 9978.04,120
3762.19 9745.1,60
3326.34 9574.95,60
2985.31 9418.8,120
