12429.41 11285.35,30
11933.28 11276.01,120
11060.2 11261.59,120
10861.91 11438.53,120
10654.34 11762.7,60
10151.88 11801.74,120
9574.12 11382.52,120
9632.92 11161.87,60
9669.78 10810.97,60
9540.38 10484.67,120
9264.5 9972.1,60
9442.16 9652.17,180
9620.38 9523.6,120
9456.13 9236.35,120
9114.74 8870.16,120
8924.77 8627.03,60
8747.03 8577.81,60
8674.82 8274.01,120
8961.49 8181.51,120
9560.84 8161.99,180
9677.55 7876.0,120
9634.79 7398.23,120
9853.61 7362.16,60
10216.51 7075.33,120
10763.98 7114.37,60
11331.96 7165.71,120
11750.78 7298.09,120
12396.87 7514.92,120
12795.84 7640.51,60
