11117.35 14547.05,30
11126.1 14438.42,30
11261.57 14090.91,60
11377.95 13782.43,60
11290.91 13599.56,60
11279.14 13393.76,60
10961.76 13347.51,120
10068.63 13153.6,180
9660.54 12715.71,60
9974.95 11966.37,120
9574.12 11382.52,120
9632.92 11161.87,60
9669.78 10810.97,60
9540.38 10484.67,120
8496.62 10226.69,120
8570.72 9973.8,60
8390.76 9581.74,120
8263.61 9186.7,60
8283.62 8651.64,180
8306.59 8277.83,60
8306.97 7769.5,120
8368.73 7304.88,60
8685.31 6272.96,240
8593.41 5835.07,60
8300.58 5019.55,60
7966.82 4202.76,120
7867.4 3517.08,60
7647.13 2976.93,120
7558.19 2279.37,60
7434.66 1224.97,120
7526.67 730.23,60
7550.02 220.64,60
8057.96 17.82,60
8704.36 305.08,60
9008.01 404.79,60
9431.12 450.61,60
9685.72 336.47,60
