2760.08 10222.02,30
3603.31 10457.52,60
3924.71 10547.89,60
4370.88 10672.22,60
4740.93 10734.17,60
5119.93 10780.42,60
5511.54 10832.18,60
6333.8 10906.44,120
6683.8 10934.87,120
6969.88 10838.97,60
7635.23 10594.57,180
8617.62 10812.66,120
9006.62 10893.28,120
9382.94 10841.94,60
9643.78 10774.48,60
10063.16 10766.84,120
10458.57 10703.62,60
10867.62 11181.39,120
11142.55 11260.74,120
11992.84 11273.89,120
12542.39 11170.36,180
12646.14 10346.35,180
12215.62 9625.44,120
12334.89 9226.16,60
12426.49 8868.89,120
12664.76 8474.28,120
13106.26 8404.27,60
13420.87 8355.9,60
13625.41 8324.08,60
13778.45 8300.74,60
