00:01:7:00:00,0,2
00:01:7:00:00,2,0
00:01:10:00:00,2,0
00:01:10:00:00,0,2
00:01:11:00:00,2,0
00:01:11:00:00,0,2
00:01:12:30:00,2,0
00:01:12:30:00,0,2
00:01:15:00:00,2,0
00:01:15:00:00,0,2
00:01:17:00:00,2,0
00:01:17:00:00,0,2
00:01:18:30:00,2,0
00:01:18:30:00,0,2
01:01:7:00:00,0,2
01:01:7:00:00,2,0
01:01:10:00:00,2,0
01:01:10:00:00,0,2
01:01:11:00:00,2,0
01:01:11:00:00,0,2
01:01:12:30:00,2,0
01:01:12:30:00,0,2
01:01:15:00:00,2,0
01:01:15:00:00,0,2
01:01:17:00:00,2,0
01:01:17:00:00,0,2
01:01:18:30:00,2,0
01:01:18:30:00,0,2
02:01:7:00:00,0,2
02:01:7:00:00,2,0
02:01:10:00:00,2,0
02:01:10:00:00,0,2
02:01:11:00:00,2,0
02:01:11:00:00,0,2
02:01:12:30:00,2,0
02:01:12:30:00,0,2
02:01:15:00:00,2,0
02:01:15:00:00,0,2
02:01:17:00:00,2,0
02:01:17:00:00,0,2
02:01:18:30:00,2,0
02:01:18:30:00,0,2
03:01:7:00:00,0,2
03:01:7:00:00,2,0
03:01:10:00:00,2,0
03:01:10:00:00,0,2
03:01:11:00:00,2,0
03:01:11:00:00,0,2
03:01:12:30:00,2,0
03:01:12:30:00,0,2
03:01:15:00:00,2,0
03:01:15:00:00,0,2
03:01:17:00:00,2,0
03:01:17:00:00,0,2
03:01:18:30:00,2,0
03:01:18:30:00,0,2
04:01:7:00:00,0,2
04:01:7:00:00,2,0
04:01:10:00:00,2,0
04:01:10:00:00,0,2
04:01:11:00:00,2,0
04:01:11:00:00,0,2
04:01:12:30:00,2,0
04:01:12:30:00,0,2
04:01:15:00:00,2,0
04:01:15:00:00,0,2
04:01:17:00:00,2,0
04:01:17:00:00,0,2
04:01:18:30:00,2,0
04:01:18:30:00,0,2
05:01:7:00:00,0,2
05:01:7:00:00,2,0
05:01:10:00:00,2,0
05:01:10:00:00,0,2
05:01:11:00:00,2,0
05:01:11:00:00,0,2
05:01:12:30:00,2,0
05:01:12:30:00,0,2
05:01:15:00:00,2,0
05:01:15:00:00,0,2
05:01:17:00:00,2,0
05:01:17:00:00,0,2
05:01:18:30:00,2,0
05:01:18:30:00,0,2
06:01:7:00:00,0,2
06:01:7:00:00,2,0
06:01:10:00:00,0,2
06:01:10:00:00,2,0
06:01:12:30:00,0,2
06:01:12:30:00,2,0
06:01:16:00:00,0,2
06:01:16:00:00,2,0
06:01:18:00:00,0,2
06:01:18:00:00,2,0
06:01:20:00:00,0,2
06:01:20:00:00,2,0
07:01:7:00:00,0,2
07:01:7:00:00,2,0
07:01:10:00:00,2,0
07:01:10:00:00,0,2
07:01:11:00:00,2,0
07:01:11:00:00,0,2
07:01:12:30:00,2,0
07:01:12:30:00,0,2
07:01:15:00:00,2,0
07:01:15:00:00,0,2
07:01:17:00:00,2,0
07:01:17:00:00,0,2
07:01:18:30:00,2,0
07:01:18:30:00,0,2
08:01:7:00:00,0,2
08:01:7:00:00,2,0
08:01:10:00:00,2,0
08:01:10:00:00,0,2
08:01:11:00:00,2,0
08:01:11:00:00,0,2
08:01:12:30:00,2,0
08:01:12:30:00,0,2
08:01:15:00:00,2,0
08:01:15:00:00,0,2
08:01:17:00:00,2,0
08:01:17:00:00,0,2
08:01:18:30:00,2,0
08:01:18:30:00,0,2
09:01:7:00:00,0,2
09:01:7:00:00,2,0
09:01:10:00:00,2,0
09:01:10:00:00,0,2
09:01:11:00:00,2,0
09:01:11:00:00,0,2
09:01:12:30:00,2,0
09:01:12:30:00,0,2
09:01:15:00:00,2,0
09:01:15:00:00,0,2
09:01:17:00:00,2,0
09:01:17:00:00,0,2
09:01:18:30:00,2,0
09:01:18:30:00,0,2
10:01:7:00:00,0,2
10:01:7:00:00,2,0
10:01:10:00:00,2,0
10:01:10:00:00,0,2
10:01:11:00:00,2,0
10:01:11:00:00,0,2
10:01:12:30:00,2,0
10:01:12:30:00,0,2
10:01:15:00:00,2,0
10:01:15:00:00,0,2
10:01:17:00:00,2,0
10:01:17:00:00,0,2
10:01:18:30:00,2,0
10:01:18:30:00,0,2
11:01:7:00:00,0,2
11:01:7:00:00,2,0
11:01:10:00:00,2,0
11:01:10:00:00,0,2
11:01:11:00:00,2,0
11:01:11:00:00,0,2
11:01:12:30:00,2,0
11:01:12:30:00,0,2
11:01:15:00:00,2,0
11:01:15:00:00,0,2
11:01:17:00:00,2,0
11:01:17:00:00,0,2
11:01:18:30:00,2,0
11:01:18:30:00,0,2
12:01:7:00:00,0,2
12:01:7:00:00,2,0
12:01:10:00:00,2,0
12:01:10:00:00,0,2
12:01:11:00:00,2,0
12:01:11:00:00,0,2
12:01:12:30:00,2,0
12:01:12:30:00,0,2
12:01:15:00:00,2,0
12:01:15:00:00,0,2
12:01:17:00:00,2,0
12:01:17:00:00,0,2
12:01:18:30:00,2,0
12:01:18:30:00,0,2
13:01:7:00:00,0,2
13:01:7:00:00,2,0
13:01:10:00:00,0,2
13:01:10:00:00,2,0
13:01:12:30:00,0,2
13:01:12:30:00,2,0
13:01:16:00:00,0,2
13:01:16:00:00,2,0
13:01:18:00:00,0,2
13:01:18:00:00,2,0
13:01:20:00:00,0,2
13:01:20:00:00,2,0
14:01:7:00:00,0,2
14:01:7:00:00,2,0
14:01:10:00:00,2,0
14:01:10:00:00,0,2
14:01:11:00:00,2,0
14:01:11:00:00,0,2
14:01:12:30:00,2,0
14:01:12:30:00,0,2
14:01:15:00:00,2,0
14:01:15:00:00,0,2
14:01:17:00:00,2,0
14:01:17:00:00,0,2
14:01:18:30:00,2,0
14:01:18:30:00,0,2
15:01:7:00:00,0,2
15:01:7:00:00,2,0
15:01:10:00:00,2,0
15:01:10:00:00,0,2
15:01:11:00:00,2,0
15:01:11:00:00,0,2
15:01:12:30:00,2,0
15:01:12:30:00,0,2
15:01:15:00:00,2,0
15:01:15:00:00,0,2
15:01:17:00:00,2,0
15:01:17:00:00,0,2
15:01:18:30:00,2,0
15:01:18:30:00,0,2
16:01:7:00:00,0,2
16:01:7:00:00,2,0
16:01:10:00:00,2,0
16:01:10:00:00,0,2
16:01:11:00:00,2,0
16:01:11:00:00,0,2
16:01:12:30:00,2,0
16:01:12:30:00,0,2
16:01:15:00:00,2,0
16:01:15:00:00,0,2
16:01:17:00:00,2,0
16:01:17:00:00,0,2
16:01:18:30:00,2,0
16:01:18:30:00,0,2
17:01:7:00:00,0,2
17:01:7:00:00,2,0
17:01:10:00:00,2,0
17:01:10:00:00,0,2
17:01:11:00:00,2,0
17:01:11:00:00,0,2
17:01:12:30:00,2,0
17:01:12:30:00,0,2
17:01:15:00:00,2,0
17:01:15:00:00,0,2
17:01:17:00:00,2,0
17:01:17:00:00,0,2
17:01:18:30:00,2,0
17:01:18:30:00,0,2
18:01:7:00:00,0,2
18:01:7:00:00,2,0
18:01:10:00:00,2,0
18:01:10:00:00,0,2
18:01:11:00:00,2,0
18:01:11:00:00,0,2
18:01:12:30:00,2,0
18:01:12:30:00,0,2
18:01:15:00:00,2,0
18:01:15:00:00,0,2
18:01:17:00:00,2,0
18:01:17:00:00,0,2
18:01:18:30:00,2,0
18:01:18:30:00,0,2
19:01:7:00:00,0,2
19:01:7:00:00,2,0
19:01:10:00:00,2,0
19:01:10:00:00,0,2
19:01:11:00:00,2,0
19:01:11:00:00,0,2
19:01:12:30:00,2,0
19:01:12:30:00,0,2
19:01:15:00:00,2,0
19:01:15:00:00,0,2
19:01:17:00:00,2,0
19:01:17:00:00,0,2
19:01:18:30:00,2,0
19:01:18:30:00,0,2
20:01:7:00:00,0,2
20:01:7:00:00,2,0
20:01:10:00:00,0,2
20:01:10:00:00,2,0
20:01:12:30:00,0,2
20:01:12:30:00,2,0
20:01:16:00:00,0,2
20:01:16:00:00,2,0
20:01:18:00:00,0,2
20:01:18:00:00,2,0
20:01:20:00:00,0,2
20:01:20:00:00,2,0
21:01:7:00:00,0,2
21:01:7:00:00,2,0
21:01:10:00:00,2,0
21:01:10:00:00,0,2
21:01:11:00:00,2,0
21:01:11:00:00,0,2
21:01:12:30:00,2,0
21:01:12:30:00,0,2
21:01:15:00:00,2,0
21:01:15:00:00,0,2
21:01:17:00:00,2,0
21:01:17:00:00,0,2
21:01:18:30:00,2,0
21:01:18:30:00,0,2
22:01:7:00:00,0,2
22:01:7:00:00,2,0
22:01:10:00:00,2,0
22:01:10:00:00,0,2
22:01:11:00:00,2,0
