1:06:6:30:00,0,5
1:06:15:30:00,5,0
2:06:6:30:00,0,5
2:06:15:30:00,5,0
3:06:6:30:00,0,5
3:06:15:30:00,5,0
4:06:6:30:00,0,5
4:06:15:30:00,5,0
5:06:6:30:00,0,5
5:06:15:30:00,5,0
6:06:6:30:00,0,5
6:06:15:30:00,5,0
7:06:6:30:00,0,5
7:06:15:30:00,5,0
8:06:6:30:00,0,5
8:06:15:30:00,5,0
9:06:6:30:00,0,5
9:06:15:30:00,5,0
10:06:6:30:00,0,5
10:06:15:30:00,5,0
11:06:6:30:00,0,5
11:06:15:30:00,5,0
12:06:6:30:00,0,5
12:06:15:30:00,5,0
13:06:6:30:00,0,5
13:06:15:30:00,5,0
14:06:6:30:00,0,5
14:06:15:30:00,5,0
15:06:6:30:00,0,5
15:06:15:30:00,5,0
16:06:6:30:00,0,5
16:06:15:30:00,5,0
17:06:6:30:00,0,5
17:06:15:30:00,5,0
18:06:6:30:00,0,5
18:06:15:30:00,5,0
19:06:6:30:00,0,5
19:06:15:30:00,5,0
20:06:6:30:00,0,5
20:06:15:30:00,5,0
21:06:6:30:00,0,5
21:06:15:30:00,5,0
22:06:6:30:00,0,5
22:06:15:30:00,5,0
23:06:6:30:00,0,5
23:06:15:30:00,5,0
24:06:6:30:00,0,5
24:06:15:30:00,5,0
25:06:6:30:00,0,5
25:06:15:30:00,5,0
26:06:6:30:00,0,5
26:06:15:30:00,5,0
27:06:6:30:00,0,5
27:06:15:30:00,5,0
28:06:6:30:00,0,5
28:06:15:30:00,5,0
29:06:6:30:00,0,5
29:06:15:30:00,5,0
30:06:6:30:00,0,5
30:06:15:30:00,5,0
1:07:6:30:00,0,5
1:07:15:30:00,5,0
2:07:6:30:00,0,5
2:07:15:30:00,5,0
3:07:6:30:00,0,5
3:07:15:30:00,5,0
4:07:6:30:00,0,5
4:07:15:30:00,5,0
5:07:6:30:00,0,5
5:07:15:30:00,5,0
6:07:6:30:00,0,5
6:07:15:30:00,5,0
7:07:6:30:00,0,5
7:07:15:30:00,5,0
8:07:6:30:00,0,5
8:07:15:30:00,5,0
9:07:6:30:00,0,5
9:07:15:30:00,5,0
10:07:6:30:00,0,5
10:07:15:30:00,5,0
11:07:6:30:00,0,5
11:07:15:30:00,5,0
12:07:6:30:00,0,5
12:07:15:30:00,5,0
