1:06:6:30:00,3,0
1:06:7:00:00,0,3
1:06:9:00:00,0,3
1:06:9:30:00,3,0
1:06:11:30:00,0,3
1:06:11:30:00,3,0
1:06:13:00:00,0,3
1:06:14:00:00,3,0
1:06:16:00:00,0,3
1:06:16:00:00,3,0
1:06:18:00:00,0,3
1:06:18:00:00,3,0
1:06:20:30:00,0,3
1:06:20:30:00,3,0
2:06:6:30:00,3,0
2:06:7:00:00,0,3
2:06:9:00:00,0,3
2:06:9:30:00,3,0
2:06:11:30:00,0,3
2:06:11:30:00,3,0
2:06:13:00:00,0,3
2:06:14:00:00,3,0
2:06:16:00:00,0,3
2:06:16:00:00,3,0
2:06:18:00:00,0,3
2:06:18:00:00,3,0
2:06:20:30:00,0,3
2:06:20:30:00,3,0
3:06:6:30:00,3,0
3:06:7:00:00,0,3
3:06:9:00:00,0,3
3:06:9:30:00,3,0
3:06:11:30:00,0,3
3:06:11:30:00,3,0
3:06:13:00:00,0,3
3:06:14:00:00,3,0
3:06:16:00:00,0,3
3:06:16:00:00,3,0
3:06:18:00:00,0,3
3:06:18:00:00,3,0
3:06:20:30:00,0,3
3:06:20:30:00,3,0
4:06:6:30:00,3,0
4:06:7:00:00,0,3
4:06:9:00:00,0,3
4:06:9:30:00,3,0
4:06:11:30:00,0,3
4:06:11:30:00,3,0
4:06:13:00:00,0,3
4:06:14:00:00,3,0
4:06:16:00:00,0,3
4:06:16:00:00,3,0
4:06:18:00:00,0,3
4:06:18:00:00,3,0
4:06:20:30:00,0,3
4:06:20:30:00,3,0
5:06:6:30:00,3,0
5:06:7:00:00,0,3
5:06:9:00:00,0,3
5:06:9:30:00,3,0
5:06:11:30:00,0,3
5:06:11:30:00,3,0
5:06:13:00:00,0,3
5:06:14:00:00,3,0
5:06:16:00:00,0,3
5:06:16:00:00,3,0
5:06:18:00:00,0,3
5:06:18:00:00,3,0
5:06:20:30:00,0,3
5:06:20:30:00,3,0
6:06:6:30:00,3,0
6:06:7:00:00,0,3
6:06:9:00:00,0,3
6:06:9:30:00,3,0
6:06:11:30:00,0,3
6:06:11:30:00,3,0
6:06:13:00:00,0,3
6:06:14:00:00,3,0
6:06:16:00:00,0,3
6:06:16:00:00,3,0
6:06:18:00:00,0,3
6:06:18:00:00,3,0
6:06:20:30:00,0,3
6:06:20:30:00,3,0
7:06:6:30:00,3,0
7:06:7:00:00,0,3
7:06:9:00:00,0,3
7:06:9:30:00,3,0
7:06:11:30:00,0,3
7:06:11:30:00,3,0
7:06:13:00:00,0,3
7:06:14:00:00,3,0
7:06:16:00:00,0,3
7:06:16:00:00,3,0
7:06:18:00:00,0,3
7:06:18:00:00,3,0
7:06:20:30:00,0,3
7:06:20:30:00,3,0
8:06:6:30:00,3,0
8:06:7:00:00,0,3
8:06:9:00:00,0,3
8:06:9:30:00,3,0
8:06:11:30:00,0,3
8:06:11:30:00,3,0
8:06:13:00:00,0,3
8:06:14:00:00,3,0
8:06:16:00:00,0,3
8:06:16:00:00,3,0
8:06:18:00:00,0,3
8:06:18:00:00,3,0
8:06:20:30:00,0,3
8:06:20:30:00,3,0
9:06:6:30:00,3,0
9:06:7:00:00,0,3
9:06:9:00:00,0,3
9:06:9:30:00,3,0
9:06:11:30:00,0,3
9:06:11:30:00,3,0
9:06:13:00:00,0,3
9:06:14:00:00,3,0
9:06:16:00:00,0,3
9:06:16:00:00,3,0
