00:01:7:30:00,0,2
00:01:12:00:00,2,0
02:01:7:30:00,0,2
02:01:12:00:00,2,0
04:01:7:30:00,0,2
04:01:12:00:00,2,0
07:01:7:30:00,0,2
07:01:12:00:00,2,0
09:01:7:30:00,0,2
09:01:12:00:00,2,0
11:01:7:30:00,0,2
11:01:12:00:00,2,0
14:01:7:30:00,0,2
14:01:12:00:00,2,0
16:01:7:30:00,0,2
16:01:12:00:00,2,0
18:01:7:30:00,0,2
18:01:12:00:00,2,0
21:01:7:30:00,0,2
21:01:12:00:00,2,0
23:01:7:30:00,0,2
23:01:12:00:00,2,0
25:01:7:30:00,0,2
25:01:12:00:00,2,0
28:01:7:30:00,0,2
28:01:12:00:00,2,0
30:01:7:30:00,0,2
30:01:12:00:00,2,0
32:01:7:30:00,0,2
32:01:12:00:00,2,0
35:01:7:30:00,0,2
35:01:12:00:00,2,0
37:01:7:30:00,0,2
37:01:12:00:00,2,0
39:01:7:30:00,0,2
39:01:12:00:00,2,0
